Description,UPC,Store,LOOKUP,CAT,"In Set, LTO, Sub",SOUTH VENDOR,S VIN,NORTH VENDOR,N VIN,Comments
GATORADE FRUIT PUNCH 28OZ,052000135138,16,GATORADE FRUIT PUNCH 28OZ16,PB,,PEPSI,133928,PEPSI,133928,
GATORADE GLACIER CHERRY 28OZ,052000102413,16,GATORADE GLACIER CHERRY 28OZ16,PB,,PEPSI,137415,PEPSI,137415,
GATORADE GLACIER FREEZE 28OZ,052000135190,16,GATORADE GLACIER FREEZE 28OZ16,PB,,PEPSI,133932,PEPSI,133932,
GATORADE LEMON LIME 28OZ,052000135152,16,GATORADE LEMON LIME 28OZ16,PB,,PEPSI,133930,PEPSI,133930,
GATORADE LIGHTNING 28OZ,052000058024,16,GATORADE LIGHTNING 28OZ16,PB,,PEPSI,323176,PEPSI,323176,
GATORADE LOW SUG CHERRY 28OZ,052000067811,16,GATORADE LOW SUG CHERRY 28OZ16,PB,,PEPSI,7811,PEPSI,7811,
GATORADE LOW SUG FRUIT PUNCH 28OZ,052000067750,16,GATORADE LOW SUG FRUIT PUNCH 28OZ16,PB,,PEPSI,7750,PEPSI,7750,
GATORADE LOW SUGAR BERRY 28OZ,052000067774,16,GATORADE LOW SUGAR BERRY 28OZ16,PB,,PEPSI,6774,PEPSI,6774,
GATORADE LOW SUGAR LEMON 28OZ,052000067798,16,GATORADE LOW SUGAR LEMON 28OZ16,PB,,PEPSI,67798,PEPSI,67798,
GATORADE MASH BLUE PUNCH 28OZ,052000063400,16,GATORADE MASH BLUE PUNCH 28OZ16,PB,,PEPSI,3400,PEPSI,3400,
GATORADE MASH LEMON LIME ORANGE 28OZ,052000063424,16,GATORADE MASH LEMON LIME ORANGE 28OZ16,PB,,PEPSI,3424,PEPSI,3424,
GATORADE MIDNIGHT 28OZ,052000057980,16,GATORADE MIDNIGHT 28OZ16,PB,,PEPSI,323177,PEPSI,323177,
GATORADE ORANGE 28OZ,052000135145,16,GATORADE ORANGE 28OZ16,PB,,PEPSI,133929,PEPSI,133929,
GATORADE WATER 1LT,052000055450,16,GATORADE WATER 1LT16,PB,,PEPSI,322420,PEPSI,322420,
GATORADE WATER 20OZ,052000060959,16,GATORADE WATER 20OZ16,PB,,PEPSI,959,PEPSI,959,
GATORADE WATER 700ml,052000054903,16,GATORADE WATER 700ml16,PB,,PEPSI,322417,PEPSI,322417,
GATORADE ZERO BERRY 28OZ,052000043143,16,GATORADE ZERO BERRY 28OZ16,PB,,PEPSI,168449,PEPSI,168449,
GATORADE ZERO COOL BLUE 28OZ,052000047042,16,GATORADE ZERO COOL BLUE 28OZ16,PB,,PEPSI,196446,PEPSI,196446,
GATORADE ZERO FRUIT PUNCH 28OZ,052000042337,16,GATORADE ZERO FRUIT PUNCH 28OZ16,PB,,PEPSI,166734,PEPSI,166734,
GATORADE ZERO GLACIER CHERRY 28OZ,052000042344,16,GATORADE ZERO GLACIER CHERRY 28OZ16,PB,,PEPSI,166746,PEPSI,166746,
GATORADE ZERO GLACIER FREEZE 28OZ,052000043280,16,GATORADE ZERO GLACIER FREEZE 28OZ16,PB,,PEPSI,168657,PEPSI,168657,
GATORADE ZERO GRAPE 28OZ,052000043273,16,GATORADE ZERO GRAPE 28OZ16,PB,,PEPSI,168696,PEPSI,168696,
GATORADE ZERO LEMON LIME 28OZ,052000042313,16,GATORADE ZERO LEMON LIME 28OZ16,PB,,PEPSI,166740,PEPSI,166740,
GATORADE ZERO ORANGE 28OZ,052000042320,16,GATORADE ZERO ORANGE 28OZ16,PB,,PEPSI,166736,PEPSI,166736,
GATORLYTE FRUIT PUNCH 20OZ,052000055009,16,GATORLYTE FRUIT PUNCH 20OZ16,PB,,PEPSI,322075,PEPSI,322075,
GATORLYTE LEMON LIME ZERO 20OZ,052000052862,16,GATORLYTE LEMON LIME ZERO 20OZ16,PB,,PEPSI,209225,PEPSI,209225,
GATORLYTE MIXED BERRY 20OZ,052000050820,16,GATORLYTE MIXED BERRY 20OZ16,PB,,PEPSI,205398,PEPSI,205398,
GATORLYTE ORANGE 20OZ,052000047905,16,GATORLYTE ORANGE 20OZ16,PB,,PEPSI,199215,PEPSI,199215,
GATORLYTE STRAWBERRY KIWI 20OZ,052000047912,16,GATORLYTE STRAWBERRY KIWI 20OZ16,PB,,PEPSI,199214,PEPSI,199214,
GHOST AMERICA POPSICLE 16OZ,810128819091,16,GHOST AMERICA POPSICLE 16OZ16,PB,,7-UP,9091,7-UP,9091,
GHOST CHERRY LIMEADE 16OZ,810028298941,16,GHOST CHERRY LIMEADE 16OZ16,PB,,7-UP,10174141,7-UP,10174141,
GHOST GRAPE 16OZ,810128528191,16,GHOST GRAPE 16OZ16,PB,,7-UP,10174169,7-UP,10174169,
GHOST OG 16OZ,810169603703,16,GHOST OG 16OZ16,PB,,7-UP,10175130,7-UP,10175130,
GHOST ORANGE 16OZ,810085812180,16,GHOST ORANGE 16OZ16,PB,,7-UP,10174085,7-UP,10174085,
GHOST SOUR PATCH BLUE 16OZ,810028295988,16,GHOST SOUR PATCH BLUE 16OZ16,PB,,7-UP,10174170,7-UP,10174170,
GHOST SWEDISH FISH 16OZ,810028297739,16,GHOST SWEDISH FISH 16OZ16,PB,,7-UP,10174165,7-UP,10174165,
GOLD PEAK EXTRA SWEET TEA 18.5OZ,049000071542,16,GOLD PEAK EXTRA SWEET TEA 18.5OZ16,PB,,COKE,152013,COKE,152013,
GOLD PEAK GREEN TEA PET 18.5OZ,083900005979,16,GOLD PEAK GREEN TEA PET 18.5OZ16,PB,,COKE,135336,COKE,135336,
GOLD PEAK SWEET PET 18.5OZ,083900005757,16,GOLD PEAK SWEET PET 18.5OZ16,PB,,COKE,135333,COKE,135333,
GOLD PEAK UNSWEET PET 18.5OZ,083900005771,16,GOLD PEAK UNSWEET PET 18.5OZ16,PB,,COKE,135337,COKE,135337,
GOOD 2 GROW APPLE 6OZ,883990661006,16,GOOD 2 GROW APPLE 6OZ16,PB,,GRIFFIN,5261,GRIFFIN,5261,
GOOD 2 GROW FRUIT PUNCH 6OZ,883990651205,16,GOOD 2 GROW FRUIT PUNCH 6OZ16,PB,,GRIFFIN,5259,GRIFFIN,5259,
GOOD 2 GROW ORGANIC 6OZ,883990281815,16,GOOD 2 GROW ORGANIC 6OZ16,PB,,GRIFFIN,8115,GRIFFIN,8115,
Hog Wash Punch 10OZ,185073000031,16,Hog Wash Punch 10OZ16,PB,,GRIFFIN,7354,GRIFFIN,7354,
Hog Wash Raspberry 10OZ,185073000048,16,Hog Wash Raspberry 10OZ16,PB,,GRIFFIN,7355,GRIFFIN,7355,
LIFEWTR 1LT,012000161155,16,LIFEWTR 1LT16,PB,,PEPSI,159298,PEPSI,159298,
LIFEWTR 20OZ,012000171635,16,LIFEWTR 20OZ16,PB,,PEPSI,164970,PEPSI,164970,
LIFEWTR 700ml,012000161162,16,LIFEWTR 700ml16,PB,,PEPSI,159301,PEPSI,159301,
LIQUID DEATH MTN DONT 19OZ,840442200886,16,LIQUID DEATH MTN DONT 19OZ16,PB,,GRIFFIN,46528,GRIFFIN,46528,
LIQUID DEATH ROOTBEER 19OZ,840442200657,16,LIQUID DEATH ROOTBEER 19OZ16,PB,,GRIFFIN,46532,GRIFFIN,46532,
LIQUID DEATH SPARKLING WATER 19OZ,850031700185,16,LIQUID DEATH SPARKLING WATER 19OZ16,PB,,GRIFFIN,7638,GRIFFIN,7638,
MELLO YELLO 20OZ,049000016796,16,MELLO YELLO 20OZ16,PB,,COKE,102782,COKE,102782,
MINUTE MAID APPLE JUICE 12OZ,025000061516,16,MINUTE MAID APPLE JUICE 12OZ16,PB,,COKE,154900,COKE,154900,
MINUTE MAID CRAN GRAPE 15OZ,025000056062,16,MINUTE MAID CRAN GRAPE 15OZ16,PB,,COKE,6062,COKE,6062,
MINUTE MAID ORANGE JUICE 12OZ,025000061530,16,MINUTE MAID ORANGE JUICE 12OZ16,PB,,COKE,154898,COKE,154898,
MONSTER 16OZ,070847811169,16,MONSTER 16OZ16,PB,,COKE,133129,COKE,133129,
MONSTER 16OZ,070847811169,16,MONSTER 16OZ16,PB,,COKE,133129,COKE,133129,
MONSTER 19OZ,070847892359,16,MONSTER 19OZ16,PB,,COKE,412032,COKE,412032,
MONSTER 24OZ,070847811244,16,MONSTER 24OZ16,PB,,COKE,133145,COKE,133145,
MONSTER BAD APPLE 16OZ,070847899570,16,MONSTER BAD APPLE 16OZ16,PB,,COKE,413895,COKE,413895,
MONSTER BLUE 16OZ,070847899334,16,MONSTER BLUE 16OZ16,PB,,COKE,413892,COKE,413892,
MONSTER ENERGY ZERO 24OZ,070847898375,16,MONSTER ENERGY ZERO 24OZ16,PB,,COKE,8375,COKE,8375,
MONSTER IMPORT 18OZ,070847819509,16,MONSTER IMPORT 18OZ16,PB,,COKE,147198,COKE,147198,
MONSTER JAVA 15OZ,070847891994,16,MONSTER JAVA 15OZ16,PB,,COKE,412030,COKE,412030,
MONSTER JAVA IRISH 15OZ,070847812517,16,MONSTER JAVA IRISH 15OZ16,PB,,COKE,134923,COKE,134923,
MONSTER JAVA KB MOCHA 15OZ,070847898436,16,MONSTER JAVA KB MOCHA 15OZ16,PB,,COKE,413306,COKE,413306,
MONSTER JAVA KB VANILLA 15OZ,070847898405,16,MONSTER JAVA KB VANILLA 15OZ16,PB,,COKE,413346,COKE,413346,
MONSTER JAVA LOCA MOCA 15OZ,070847812715,16,MONSTER JAVA LOCA MOCA 15OZ16,PB,,COKE,134929,COKE,134929,
MONSTER JAVA MEAN BEAN 15OZ,070847812609,16,MONSTER JAVA MEAN BEAN 15OZ16,PB,,COKE,134926,COKE,134926,
MONSTER JAVA SALTED CARAMEL 15OZ,070847024026,16,MONSTER JAVA SALTED CARAMEL 15OZ16,PB,,COKE,151811,COKE,151811,
MONSTER JUICE GRAPE 16OZ,070847899433,16,MONSTER JUICE GRAPE 16OZ16,PB,,COKE,414021,COKE,414021,
MONSTER JUICE RIO PUNCH 16OZ,070847896159,16,MONSTER JUICE RIO PUNCH 16OZ16,PB,,COKE,412701,COKE,412701,
MONSTER JUICE VIKING BERRY 16OZ,070847898320,16,MONSTER JUICE VIKING BERRY 16OZ16,PB,,COKE,413305,COKE,413305,
MONSTER LO CARB 16OZ,070847811268,16,MONSTER LO CARB 16OZ16,PB,,COKE,133131,COKE,133131,
MONSTER MANGO 19OZ,070847892380,16,MONSTER MANGO 19OZ16,PB,,COKE,412033,COKE,412033,
MONSTER MANGO LOCO 16OZ,070847029014,16,MONSTER MANGO LOCO 16OZ16,PB,,COKE,153389,COKE,153389,
MONSTER NITRO 16OZ,070847037750,16,MONSTER NITRO 16OZ16,PB,,COKE,410844,COKE,410844,
MONSTER ORANGE DREAM 16OZ,070847899402,16,MONSTER ORANGE DREAM 16OZ16,PB,,COKE,413893,COKE,413893,
MONSTER PACIFIC PUNCH 16OZ,070847031918,16,MONSTER PACIFIC PUNCH 16OZ16,PB,,COKE,155811,COKE,155811,
MONSTER PIPELINE PUNCH 16OZ,070847022909,16,MONSTER PIPELINE PUNCH 16OZ16,PB,,COKE,151511,COKE,151511,
MONSTER PUNK PUNCH 16OZ,070847899617,16,MONSTER PUNK PUNCH 16OZ16,PB,,COKE,414001,COKE,414001,
MONSTER REHAB GREEN TEA 15.5OZ,070847896678,16,MONSTER REHAB GREEN TEA 15.5OZ16,PB,,COKE,412588,COKE,412588,
MONSTER REHAB LEMONADE 19OZ,070847892540,16,MONSTER REHAB LEMONADE 19OZ16,PB,,COKE,412029,COKE,412029,
MONSTER REHAB LEMONADE TEA 15.5OZ,070847003229,16,MONSTER REHAB LEMONADE TEA 15.5OZ16,PB,,COKE,138036,COKE,138036,
MONSTER REHAB PEACH TEA 15.5OZ,070847021520,16,MONSTER REHAB PEACH TEA 15.5OZ16,PB,,COKE,150885,COKE,150885,
MONSTER REHAB WILD BERRY 15.5OZ,070847894087,16,MONSTER REHAB WILD BERRY 15.5OZ16,PB,,COKE,412182,COKE,412182,
MONSTER STRAWBERRY SHOT 16OZ,070847899693,16,MONSTER STRAWBERRY SHOT 16OZ16,PB,,COKE,413994,COKE,413994,
MONSTER ULTRA GUAVA 16OZ,070847898146,16,MONSTER ULTRA GUAVA 16OZ16,PB,,COKE,413146,COKE,413146,
MONSTER ULTRA HAWAIIN 16OZ,070847898245,16,MONSTER ULTRA HAWAIIN 16OZ16,PB,,COKE,413270,COKE,413270,
MONSTER ULTRA PARADISE 16OZ,070847033080,16,MONSTER ULTRA PARADISE 16OZ16,PB,,COKE,156530,COKE,156530,
MONSTER ULTRA PEACHY 16OZ,070847029427,16,MONSTER ULTRA PEACHY 16OZ16,PB,,COKE,411462,COKE,411462,
MONSTER ULTRA RUBY RED 16OZ,070847896180,16,MONSTER ULTRA RUBY RED 16OZ16,PB,,COKE,412633,COKE,412633,
MONSTER ULTRA STRAWBERRY 16OZ,070847891857,16,MONSTER ULTRA STRAWBERRY 16OZ16,PB,,COKE,412024,COKE,412024,
MONSTER ULTRA SUNRISE 16OZ,070847020905,16,MONSTER ULTRA SUNRISE 16OZ16,PB,,COKE,150706,COKE,150706,
MONSTER ULTRA VIOLET 16OZ,070847027324,16,MONSTER ULTRA VIOLET 16OZ16,PB,,COKE,153225,COKE,153225,
MONSTER ULTRA ZERO 16OZ,070847012474,16,MONSTER ULTRA ZERO 16OZ16,PB,,COKE,145105,COKE,145105,
MONSTER ULTRA ZERO 24OZ,070847017707,16,MONSTER ULTRA ZERO 24OZ16,PB,,COKE,147322,COKE,147322,
MONSTER WILD PASSION 16OZ,070847899488,16,MONSTER WILD PASSION 16OZ16,PB,,COKE,413894,COKE,413894,
MONSTER ZERO 19OZ,070847892519,16,MONSTER ZERO 19OZ16,PB,,COKE,412034,COKE,412034,
MONSTER ZERO NORRIS 16OZ,070847900207,16,MONSTER ZERO NORRIS 16OZ16,PB,,COKE,414009,COKE,414009,
MONSTER ZERO STRAWBERRY SHOT 16OZ,070847899778,16,MONSTER ZERO STRAWBERRY SHOT 16OZ16,PB,,COKE,413995,COKE,413995,
MONSTER ZERO SUGAR 16OZ,070847000037,16,MONSTER ZERO SUGAR 16OZ16,PB,,COKE,137400,COKE,137400,
MR PIBB 20OZ,049000561098,16,MR PIBB 20OZ16,PB,,COKE,413871,COKE,413871,
MR PIBB ZERO SUGAR 20OZ,049000561142,16,MR PIBB ZERO SUGAR 20OZ16,PB,,COKE,413873,COKE,413873,
MTN DEW 16OZ,012000027215,16,MTN DEW 16OZ16,PB,,PEPSI,132258,PEPSI,132258,
MTN DEW 1LT,012000002977,16,MTN DEW 1LT16,PB,,PEPSI,59956,PEPSI,59956,
MTN DEW 20OZ,012000001314,16,MTN DEW 20OZ16,PB,,PEPSI,131,PEPSI,131,
MTN DEW BAJA BLAST 1LT,012000140006,16,MTN DEW BAJA BLAST 1LT16,PB,,PEPSI,150391,PEPSI,150391,
MTN DEW BAJA BLAST 20OZ,012000130274,16,MTN DEW BAJA BLAST 20OZ16,PB,,PEPSI,142909,PEPSI,142909,
MTN DEW BAJA CABO 20OZ,012000240751,16,MTN DEW BAJA CABO 20OZ16,PB,,PEPSI,325813,PEPSI,325813,
MTN DEW BAJA CABO ZERO 20OZ,012000250637,16,MTN DEW BAJA CABO ZERO 20OZ16,PB,,PEPSI,331230,PEPSI,331230,
MTN DEW BAJA ZERO 20OZ,012000183386,16,MTN DEW BAJA ZERO 20OZ16,PB,,PEPSI,169697,PEPSI,169697,
MTN DEW CODE RED 1LT,012000003622,16,MTN DEW CODE RED 1LT16,PB,,PEPSI,99801,PEPSI,99801,
MTN DEW CODE RED 20OZ,012000002243,16,MTN DEW CODE RED 20OZ16,PB,,PEPSI,66562,PEPSI,66562,
MTN DEW DIET 1LT,012000003189,16,MTN DEW DIET 1LT16,PB,,PEPSI,105526,PEPSI,105526,
MTN DEW DIET 20OZ,012000001345,16,MTN DEW DIET 20OZ16,PB,,PEPSI,5876,PEPSI,5876,
MTN DEW DIRTY 20OZ,012000250873,16,MTN DEW DIRTY 20OZ16,PB,,PEPSI,337428,PEPSI,337428,
MTN DEW DIRTY ZERO 20OZ,012000250910,16,MTN DEW DIRTY ZERO 20OZ16,PB,,PEPSI,337431,PEPSI,337431,
MTN DEW KICKSTART FRUIT PUNCH 16OZ,012000110467,16,MTN DEW KICKSTART FRUIT PUNCH 16OZ16,PB,,PEPSI,137569,PEPSI,137569,
MTN DEW KICKSTART ORANGE CITRUS 16OZ,012000110443,16,MTN DEW KICKSTART ORANGE CITRUS 16OZ16,PB,,PEPSI,137570,PEPSI,137570,
MTN DEW KICKSTART PINE ORANGE MNGO 16OZ,012000180323,16,MTN DEW KICKSTART PINE ORANGE MNGO 16OZ16,PB,,PEPSI,168123,PEPSI,168123,
MTN DEW LIVE WIRE 20OZ,012000811319,16,MTN DEW LIVE WIRE 20OZ16,PB,,PEPSI,85028,PEPSI,85028,
MTN DEW VOLTAGE 20OZ,012000028625,16,MTN DEW VOLTAGE 20OZ16,PB,,PEPSI,106751,PEPSI,106751,
MTN DEW ZERO SUGAR 20OZ,012000191435,16,MTN DEW ZERO SUGAR 20OZ16,PB,,PEPSI,173688,PEPSI,173688,
MUG ROOTBEER 20OZ,012000009105,16,MUG ROOTBEER 20OZ16,PB,,PEPSI,19685,PEPSI,19685,
MUG ROOTBEER ZERO 20OZ,012000001406,16,MUG ROOTBEER ZERO 20OZ16,PB,,PEPSI,205397,PEPSI,205397,
MUSCLE MILK PRO CHOCOLATE 14OZ,876063002806,16,MUSCLE MILK PRO CHOCOLATE 14OZ16,PB,,PEPSI,2806,PEPSI,2806,
MUSCLE MILK PRO VANILLA 14OZ,052000068108,16,MUSCLE MILK PRO VANILLA 14OZ16,PB,,PEPSI,2813,PEPSI,2813,
NAKED SMOOTHIE GREEN MACHINE 15OZ,082592720153,16,NAKED SMOOTHIE GREEN MACHINE 15OZ16,PB,,PEPSI,129395,PEPSI,129395,
NAKED SMOOTHIE STRAWBERRY BANANA 15OZ,082592194152,16,NAKED SMOOTHIE STRAWBERRY BANANA 15OZ16,PB,,PEPSI,129372,PEPSI,129372,
NO UPC,LTO,16,NO UPC16,PB,LTO,RED BULL,-,RED BULL,-,
NOS ENERGY 16OZ,815154020008,16,NOS ENERGY 16OZ16,PB,,COKE,152196,COKE,152196,
NOS ENERGY 24OZ,815154020077,16,NOS ENERGY 24OZ16,PB,,COKE,151988,COKE,151988,
NOS ENERGY GRAPE 16OZ,815154020091,16,NOS ENERGY GRAPE 16OZ16,PB,,COKE,152197,COKE,152197,
NOS GRAND PRIX GUAVA 16OZ,815154027175,16,NOS GRAND PRIX GUAVA 16OZ16,PB,,COKE,414141,COKE,414141,
NOS ZERO 16OZ,815154025911,16,NOS ZERO 16OZ16,PB,,COKE,412514,COKE,412514,
PEACE TEA LEMONADE 16OZ,049000557718,16,PEACE TEA LEMONADE 16OZ16,PB,,COKE,413117,COKE,413117,
PEACE TEA PEACH 16OZ,049000557732,16,PEACE TEA PEACH 16OZ16,PB,,COKE,413111,COKE,413111,
PEACE TEA RAZZLEBERRY 16OZ,049000557695,16,PEACE TEA RAZZLEBERRY 16OZ16,PB,,COKE,413109,COKE,413109,
PEACE TEA SNOWBERRY 16OZ,049000557756,16,PEACE TEA SNOWBERRY 16OZ16,PB,,COKE,413107,COKE,413107,
PEPSI 16OZ,012000030284,16,PEPSI 16OZ16,PB,,PEPSI,132261,PEPSI,132261,
PEPSI 1LT,012000002946,16,PEPSI 1LT16,PB,,PEPSI,59942,PEPSI,59942,
PEPSI 20OZ,012000001291,16,PEPSI 20OZ16,PB,,PEPSI,5866,PEPSI,5866,
PEPSI CHERRY CREAM 20OZ,012000240805,16,PEPSI CHERRY CREAM 20OZ16,PB,,PEPSI,325520,PEPSI,325520,
PEPSI DIET 1LT,012000171758,16,PEPSI DIET 1LT16,PB,,PEPSI,166132,PEPSI,166132,
PEPSI DIET 20OZ,012000171741,16,PEPSI DIET 20OZ16,PB,,PEPSI,166134,PEPSI,166134,
PEPSI WILD CHERRY 16OZ,012000140709,16,PEPSI WILD CHERRY 16OZ16,PB,,PEPSI,144963,PEPSI,144963,
PEPSI WILD CHERRY 20OZ,012000005596,16,PEPSI WILD CHERRY 20OZ16,PB,,PEPSI,31104,PEPSI,31104,
PEPSI WILD CHERRY ZERO 20OZ,012000170751,16,PEPSI WILD CHERRY ZERO 20OZ16,PB,,PEPSI,193033,PEPSI,193033,
PEPSI ZERO 20OZ,012000018800,16,PEPSI ZERO 20OZ16,PB,,PEPSI,102979,PEPSI,102979,
POWERADE FRUIT PUNCH 28OZ,049000079388,16,POWERADE FRUIT PUNCH 28OZ16,PB,,COKE,156843,COKE,156843,
POWERADE GRAPE 28OZ,049000079401,16,POWERADE GRAPE 28OZ16,PB,,COKE,156848,COKE,156848,
POWERADE ISLAND BURST 28OZ,049000554441,16,POWERADE ISLAND BURST 28OZ16,PB,,COKE,412513,COKE,412513,
POWERADE LEMON LIME 28OZ,049000079371,16,POWERADE LEMON LIME 28OZ16,PB,,COKE,156837,COKE,156837,
POWERADE MOUNTAIN BERRY BLAST 28OZ,049000079357,16,POWERADE MOUNTAIN BERRY BLAST 28OZ16,PB,,COKE,156834,COKE,156834,
POWERADE ORANGE 28OZ,049000079364,16,POWERADE ORANGE 28OZ16,PB,,COKE,156853,COKE,156853,
POWERADE STRAWBERRY LEMONADE 28OZ,049000079395,16,POWERADE STRAWBERRY LEMONADE 28OZ16,PB,,COKE,156845,COKE,156845,
POWERADE STRAWBERRY ZERO 28OZ,049000554175,16,POWERADE STRAWBERRY ZERO 28OZ16,PB,,COKE,412494,COKE,412494,
POWERADE WATER BERRY 20OZ,049000560565,16,POWERADE WATER BERRY 20OZ16,PB,,COKE,413820,COKE,413820,
POWERADE WATER STRAW KIWI 20OZ,049000560589,16,POWERADE WATER STRAW KIWI 20OZ16,PB,,COKE,413821,COKE,413821,
POWERADE WATER TROP PINE 20OZ,049000560602,16,POWERADE WATER TROP PINE 20OZ16,PB,,COKE,413819,COKE,413819,
POWERADE XTRA SOUR APPLE 28OZ,049000561371,16,POWERADE XTRA SOUR APPLE 28OZ16,PB,,COKE,413902,COKE,413902,
POWERADE ZERO GRAPE 28OZ,049000079319,16,POWERADE ZERO GRAPE 28OZ16,PB,,COKE,156850,COKE,156850,
POWERADE ZERO MIXED BERRY 28OZ,049000079326,16,POWERADE ZERO MIXED BERRY 28OZ16,PB,,COKE,156832,COKE,156832,
POWERADE ZERO ORANGE 28OZ,049000079333,16,POWERADE ZERO ORANGE 28OZ16,PB,,COKE,156842,COKE,156842,
PRIME CHERRY FREEZE 16OZ,810116123445,16,PRIME CHERRY FREEZE 16OZ16,PB,,JPO,93032,ALPENA,3225,
PRIME ICE POP 16OZ,850040427080,16,PRIME ICE POP 16OZ16,PB,,JPO,92035,ALPENA,3119,
PROPEL BERRY 1LT,052000050585,16,PROPEL BERRY 1LT16,PB,,PEPSI,205478,PEPSI,205478,
PROPEL BLCK CHRY 20OZ,052000002973,16,PROPEL BLCK CHRY 20OZ16,PB,,PEPSI,109294,PEPSI,109294,
PROPEL FIT GRAPE 20OZ,052000707793,16,PROPEL FIT GRAPE 20OZ16,PB,,PEPSI,199656,PEPSI,199656,
PROPEL FIT KIWI STRAWBERRY 20OZ,052000707786,16,PROPEL FIT KIWI STRAWBERRY 20OZ16,PB,,PEPSI,104843,PEPSI,104843,
PROPEL FIT WATER BERRY 20OZ,052000707779,16,PROPEL FIT WATER BERRY 20OZ16,PB,,PEPSI,199655,PEPSI,199655,
PROPEL GRAPE 1LT,052000050592,16,PROPEL GRAPE 1LT16,PB,,PEPSI,205480,PEPSI,205480,
PROPEL KIWI STRAWBERRY 1LT,052000050608,16,PROPEL KIWI STRAWBERRY 1LT16,PB,,PEPSI,205479,PEPSI,205479,
PROPEL PASSIONFRUIT GUAVA 20OZ,052000052701,16,PROPEL PASSIONFRUIT GUAVA 20OZ16,PB,,PEPSI,2701,PEPSI,2701,
PROPEL ZERO STRAWBERRY LEMONADE 20OZ,052000041538,16,PROPEL ZERO STRAWBERRY LEMONADE 20OZ16,PB,,PEPSI,202055,PEPSI,202055,
PROPEL ZERO WATERMELON 20OZ,052000013580,16,PROPEL ZERO WATERMELON 20OZ16,PB,,PEPSI,159435,PEPSI,159435,
PURE LEAF BLACKBERRY 19OZ,098000100431,16,PURE LEAF BLACKBERRY 19OZ16,PB,,PEPSI,323002,PEPSI,323002,
PURE LEAF EXTRA SWEETENED 19OZ,012000286179,16,PURE LEAF EXTRA SWEETENED 19OZ16,PB,,PEPSI,134082,PEPSI,134082,
PURE LEAF PEACH 19OZ,012000286216,16,PURE LEAF PEACH 19OZ16,PB,,PEPSI,134076,PEPSI,134076,
PURE LEAF RASPBERRY 19OZ,012000286223,16,PURE LEAF RASPBERRY 19OZ16,PB,,PEPSI,134074,PEPSI,134074,
PURE LEAF SWEETENED 19OZ,012000286193,16,PURE LEAF SWEETENED 19OZ16,PB,,PEPSI,134071,PEPSI,134071,
PURE LEAF SWEETENED LEMON 19OZ,012000286186,16,PURE LEAF SWEETENED LEMON 19OZ16,PB,,PEPSI,134073,PEPSI,134073,
PURE LEAF UNSWEETENED 19OZ,012000286209,16,PURE LEAF UNSWEETENED 19OZ16,PB,,PEPSI,134072,PEPSI,134072,
PURE LEAF UNSWEETENED GREEN TEA 19OZ,012000046445,16,PURE LEAF UNSWEETENED GREEN TEA 19OZ16,PB,,PEPSI,154710,PEPSI,154710,
PURE LEAF ZERO SWEET 19OZ,098000100356,16,PURE LEAF ZERO SWEET 19OZ16,PB,,PEPSI,323017,PEPSI,323017,
RED BULL 12OZ,611269818994,16,RED BULL 12OZ16,PB,,RED BULL,RB4816,RED BULL,RB4816,
RED BULL 12OZ 4PK,611269263732,16,RED BULL 12OZ 4PK16,PB,,RED BULL,3732,RED BULL,3732,
RED BULL 17OZ,611269546019,16,RED BULL 17OZ16,PB,,RED BULL,RB33049,RED BULL,RB33049,
RED BULL 2026 LTO 12 OZ,LTO,16,RED BULL 2026 LTO 12 OZ16,PB,LTO,RED BULL,-,RED BULL,-,
RED BULL 2026 LTO 8.4 OZ,LTO,16,RED BULL 2026 LTO 8.4 OZ16,PB,LTO,RED BULL,-,RED BULL,-,
RED BULL 2026 LTO SF 12OZ,LTO,16,RED BULL 2026 LTO SF 12OZ16,PB,LTO,RED BULL,-,RED BULL,-,
RED BULL 2026 LTO SF 8.4OZ,LTO,16,RED BULL 2026 LTO SF 8.4OZ16,PB,LTO,RED BULL,-,RED BULL,-,
RED BULL 20OZ,611269133448,16,RED BULL 20OZ16,PB,,RED BULL,RB36463,RED BULL,RB36463,
RED BULL 8OZ,611269991000,16,RED BULL 8OZ16,PB,,RED BULL,RB1718,RED BULL,RB1718,
RED BULL COCONUT 12OZ,611269321210,16,RED BULL COCONUT 12OZ16,PB,,RED BULL,RB221027,RED BULL,RB221027,
RED BULL COCONUT 8OZ,611269281361,16,RED BULL COCONUT 8OZ16,PB,,RED BULL,RB224254,RED BULL,RB224254,
RED BULL JUNEBERRY 12OZ,611269001648,16,RED BULL JUNEBERRY 12OZ16,PB,,RED BULL,RB242607,RED BULL,RB242607,
RED BULL JUNEBERRY 8OZ,611269001624,16,RED BULL JUNEBERRY 8OZ16,PB,,RED BULL,RB240803,RED BULL,RB240803,
RED BULL PINK 12OZ,611269003123,16,RED BULL PINK 12OZ16,PB,,RED BULL,RB247584,RED BULL,RB247584,
RED BULL PINK 8OZ,611269003109,16,RED BULL PINK 8OZ16,PB,,RED BULL,RB247586,RED BULL,RB247586,
RED BULL SF 12OZ,611269716467,16,RED BULL SF 12OZ16,PB,,RED BULL,RB4817,RED BULL,RB4817,
